Subscriber_id,Subscription_duration,Monthly_subscription_fee,Subscription_plan,Payment_method,Total_revenue,Subscription_cancelled,Status,Revenue_lost
0247-SLUJI,1,19.70,Month-to-month,Mailed check,19.7,No,Active,0
9402-ORRAH,15,91.50,Month-to-month,Electronic check,1400.3,No,Active,0
6483-OATDN,8,51.30,Month-to-month,Credit card (automatic),411.6,No,Active,0
1293-HHSHJ,35,21.10,One year,Mailed check,741,No,Active,0
4840-ORQXB,56,104.75,Month-to-month,Electronic check,5841.35,No,Active,0
7599-FKVXZ,42,106.15,Month-to-month,Bank transfer (automatic),4512.7,Yes,Churned,106.15
3982-DQLUS,65,85.75,Month-to-month,Electronic check,5688.45,No,Active,0
8610-ZIKJJ,2,20.30,One year,Mailed check,31.9,No,Active,0
3756-VNWDH,65,100.75,One year,Electronic check,6674.65,No,Active,0
7801-KICAO,18,74.15,Month-to-month,Electronic check,1345.75,No,Active,0
7673-LPRNY,23,78.55,One year,Electronic check,1843.05,No,Active,0
8229-TNIQA,4,45.30,Month-to-month,Mailed check,196.95,Yes,Churned,45.30
6060-QBMGV,70,19.85,Two year,Credit card (automatic),1433.8,No,Active,0
7339-POGZN,4,50.70,Month-to-month,Electronic check,214.55,No,Active,0
2828-SLQPF,19,45.00,Month-to-month,Bank transfer (automatic),865.85,No,Active,0
4465-VDKIQ,18,77.80,Month-to-month,Electronic check,1358.6,No,Active,0
2921-XWDJH,38,83.45,Month-to-month,Electronic check,3147.15,No,Active,0
6221-AVQYL,2,73.25,Month-to-month,Credit card (automatic),131.05,Yes,Churned,73.25
2558-BUOZZ,47,94.80,One year,Bank transfer (automatic),4535.85,No,Active,0
9257-AZMTZ,52,20.10,Two year,Bank transfer (automatic),1078.75,No,Active,0
0003-MKNFE,9,59.90,Month-to-month,Mailed check,542.4,No,Active,0
0975-UYDTX,26,90.10,One year,Credit card (automatic),2312.55,No,Active,0
7743-EXURX,8,51.05,Month-to-month,Electronic check,415.05,Yes,Churned,51.05
4682-BLBUC,44,70.95,One year,Electronic check,3250.45,No,Active,0
0975-VOOVL,3,29.20,Month-to-month,Mailed check,98.5,No,Active,0
5968-VXZLG,2,46.60,Month-to-month,Bank transfer (automatic),87.9,No,Active,0
5569-KGJHX,9,85.35,Month-to-month,Bank transfer (automatic),754.65,Yes,Churned,85.35
4988-IQIGL,1,75.35,Month-to-month,Electronic check,75.35,Yes,Churned,75.35
5201-FRKKS,25,74.30,Month-to-month,Bank transfer (automatic),1952.25,No,Active,0
9799-CAYJJ,2,69.30,Month-to-month,Electronic check,153.8,No,Active,0
7730-IUTDZ,43,75.20,Month-to-month,Electronic check,3198.6,Yes,Churned,75.20
0426-TIRNE,1,20.90,Month-to-month,Mailed check,20.9,Yes,Churned,20.90
5443-SCMKX,58,94.30,One year,Electronic check,5610.15,No,Active,0
8295-KMENE,59,76.45,Two year,Mailed check,4519.5,No,Active,0
6738-ISCBM,44,54.00,One year,Electronic check,2440.25,No,Active,0
9821-BESNZ,66,104.25,One year,Electronic check,6860.6,No,Active,0
3678-MNGZX,68,19.95,Two year,Bank transfer (automatic),1377.7,No,Active,0
1335-NTIUC,9,24.95,Month-to-month,Electronic check,190.25,No,Active,0
2916-BQZLN,19,84.75,Month-to-month,Electronic check,1651.95,No,Active,0
4558-CGYCZ,4,19.75,Month-to-month,Mailed check,78.3,No,Active,0
2368-GAKKQ,70,113.65,Two year,Bank transfer (automatic),7939.25,No,Active,0
8710-YGLWG,1,44.90,Month-to-month,Mailed check,44.9,No,Active,0
3199-XGZCY,8,75.25,Month-to-month,Electronic check,576.7,No,Active,0
3785-KTYSH,53,24.60,Two year,Mailed check,1279,No,Active,0
6814-ZPWFQ,51,25.00,One year,Bank transfer (automatic),1260.7,No,Active,0
4063-EIKNQ,11,20.95,Month-to-month,Bank transfer (automatic),267.35,No,Active,0
6993-YCOBK,60,110.60,Two year,Electronic check,6586.85,No,Active,0
5206-HPJKM,17,55.50,Month-to-month,Credit card (automatic),934.15,No,Active,0
7587-RZNME,3,43.30,Month-to-month,Electronic check,123.65,Yes,Churned,43.30
0748-RDGGM,70,109.50,One year,Bank transfer (automatic),7534.65,Yes,Churned,109.50
8393-JMVMB,1,19.45,Month-to-month,Mailed check,19.45,No,Active,0
5019-GQVCR,43,84.85,Month-to-month,Electronic check,3645.6,No,Active,0
6036-TTFYU,16,19.60,Month-to-month,Mailed check,314.45,No,Active,0
2550-AEVRU,57,53.45,One year,Electronic check,3053,No,Active,0
0969-RGKCU,37,19.80,One year,Credit card (automatic),677.05,No,Active,0
0378-CJKPV,72,112.10,Two year,Credit card (automatic),7965.95,No,Active,0
4706-AXVKM,11,84.80,Month-to-month,Credit card (automatic),906.85,Yes,Churned,84.80
5889-JTMUL,50,95.05,Month-to-month,Electronic check,4888.7,Yes,Churned,95.05
9026-RNUJS,5,50.35,Month-to-month,Electronic check,237.25,Yes,Churned,50.35
3746-EUBYR,1,74.60,Month-to-month,Bank transfer (automatic),74.6,Yes,Churned,74.60
2332-EFBJY,16,19.70,Month-to-month,Mailed check,342.4,Yes,Churned,19.70
2880-FPNAE,2,74.20,Month-to-month,Electronic check,140.1,No,Active,0
1703-MGIAB,17,69.00,Month-to-month,Mailed check,1108,No,Active,0
4311-QTTAI,16,19.35,One year,Credit card (automatic),295.55,No,Active,0
9474-PHLYD,15,59.45,Month-to-month,Electronic check,892.65,Yes,Churned,59.45
4318-RAJVY,10,19.80,One year,Mailed check,198.25,No,Active,0
2165-VOEGB,46,105.20,One year,Bank transfer (automatic),4822.85,Yes,Churned,105.20
3612-YUNGG,64,109.20,Two year,Credit card (automatic),6741.15,No,Active,0
2254-DLXRI,1,79.15,Month-to-month,Mailed check,79.15,No,Active,0
5062-CJJKH,25,53.65,One year,Mailed check,1355.45,No,Active,0
9028-LIHRP,71,100.20,Two year,Credit card (automatic),7209,No,Active,0
2219-MVUSO,8,45.15,Month-to-month,Mailed check,438.4,Yes,Churned,45.15
1053-MXTTK,72,108.65,Two year,Bank transfer (automatic),7726.35,No,Active,0
1530-ZTDOZ,49,40.65,Month-to-month,Bank transfer (automatic),2070.75,No,Active,0
1301-LOPVR,29,55.35,One year,Credit card (automatic),1636.95,No,Active,0
0853-TWRVK,72,105.60,Two year,Bank transfer (automatic),7581.5,No,Active,0
8914-RBTSB,31,93.80,Month-to-month,Electronic check,3019.5,Yes,Churned,93.80
6212-ATMLK,50,95.70,Month-to-month,Electronic check,4729.75,No,Active,0
8200-LGKSR,71,83.20,Two year,Electronic check,6126.1,No,Active,0
1568-BEKZM,70,90.05,Two year,Credit card (automatic),6333.4,No,Active,0
0670-ANMUU,71,97.65,One year,Credit card (automatic),6687.85,No,Active,0
6897-RWMUB,61,68.05,Two year,Bank transfer (automatic),4158.25,No,Active,0
0963-ZBDRN,32,96.20,Month-to-month,Electronic check,3183.4,Yes,Churned,96.20
7594-RQHXR,1,79.60,Month-to-month,Electronic check,79.6,Yes,Churned,79.60
6999-CHVCF,68,102.10,Two year,Bank transfer (automatic),7149.35,No,Active,0
6134-KWTBV,62,23.40,Two year,Bank transfer (automatic),1429.65,No,Active,0
1077-HUUJM,7,71.05,Month-to-month,Electronic check,472.65,No,Active,0
6331-EWIEB,20,85.25,Month-to-month,Electronic check,1734.5,Yes,Churned,85.25
0895-LNKRC,6,19.45,One year,Mailed check,113.5,No,Active,0
2045-BMBTJ,33,59.45,Month-to-month,Bank transfer (automatic),1884.65,No,Active,0
8417-GSODA,28,92.20,One year,Bank transfer (automatic),2568.15,No,Active,0
5171-EPLKN,27,19.85,Two year,Credit card (automatic),470,No,Active,0
4452-QIIEB,7,43.90,Month-to-month,Mailed check,278.4,No,Active,0
5998-VVEJY,26,80.50,Month-to-month,Electronic check,2088.8,Yes,Churned,80.50
1624-NALOJ,5,89.80,Month-to-month,Electronic check,502.6,Yes,Churned,89.80
6741-EGCBI,30,90.50,Month-to-month,Credit card (automatic),2595.85,No,Active,0
7820-ZYGNY,63,90.45,One year,Credit card (automatic),5825.5,No,Active,0
4317-VTEOA,1,50.75,Month-to-month,Electronic check,50.75,Yes,Churned,50.75
9677-AVKED,53,84.60,One year,Electronic check,4449.75,No,Active,0
1670-SVOWZ,14,89.65,Month-to-month,Credit card (automatic),1208.35,Yes,Churned,89.65
2227-JRSJX,21,99.15,Month-to-month,Bank transfer (automatic),1956.4,No,Active,0
9847-HNVGP,17,19.95,One year,Mailed check,310.6,No,Active,0
6696-YDAYZ,16,20.50,Two year,Mailed check,290.55,No,Active,0
8980-WQFWL,35,62.10,Month-to-month,Electronic check,2096.1,No,Active,0
1730-ZMAME,32,79.50,Month-to-month,Electronic check,2665,No,Active,0
6506-EYCNH,28,19.55,Month-to-month,Bank transfer (automatic),543.8,No,Active,0
4634-JLRJT,1,20.35,Month-to-month,Mailed check,20.35,No,Active,0
9501-UKKNL,59,51.70,Month-to-month,Electronic check,3005.8,No,Active,0
2560-QTSBS,72,23.30,One year,Bank transfer (automatic),1623.15,No,Active,0
7541-YLXCL,36,65.40,One year,Mailed check,2498.4,Yes,Churned,65.40
4795-WRNVT,40,65.10,Month-to-month,Mailed check,2586,No,Active,0
6080-TCMYC,40,81.20,Month-to-month,Electronic check,3292.3,No,Active,0
0260-ZDLGK,9,72.90,Month-to-month,Mailed check,651.4,Yes,Churned,72.90
7860-UXCRM,63,74.50,Two year,Credit card (automatic),4674.55,No,Active,0
6357-JJPQT,3,80.50,Month-to-month,Electronic check,232.35,No,Active,0
2292-XQWSV,40,60.30,One year,Mailed check,2448.5,No,Active,0
9552-TGUZV,8,75.00,Month-to-month,Mailed check,658.1,No,Active,0
5913-INRQV,34,90.15,One year,Mailed check,3128.8,No,Active,0
8722-NGNBH,5,40.00,Month-to-month,Mailed check,223.45,Yes,Churned,40.00
6210-KBBPI,9,99.45,Month-to-month,Credit card (automatic),919.4,Yes,Churned,99.45
9643-YBLUR,9,69.05,Month-to-month,Credit card (automatic),653.95,No,Active,0
8734-FNWVH,31,59.70,Month-to-month,Bank transfer (automatic),1825.5,No,Active,0
9447-YPTBX,50,19.85,One year,Bank transfer (automatic),943.1,No,Active,0
0133-BMFZO,2,86.25,Month-to-month,Electronic check,181.65,Yes,Churned,86.25
6128-CZOMY,1,45.65,Month-to-month,Electronic check,45.65,Yes,Churned,45.65
9540-JYROE,8,70.10,Month-to-month,Mailed check,551.35,Yes,Churned,70.10
9026-LHEVG,9,40.75,Month-to-month,Electronic check,359.4,No,Active,0
2260-USTRB,2,70.20,Month-to-month,Bank transfer (automatic),115.95,Yes,Churned,70.20
3656-TKRVZ,3,55.35,Month-to-month,Electronic check,165.2,Yes,Churned,55.35
7011-CVEUC,25,95.70,Month-to-month,Credit card (automatic),2338.35,No,Active,0
6185-TASNN,1,46.30,Month-to-month,Electronic check,46.3,No,Active,0
7925-PNRGI,45,81.30,Month-to-month,Mailed check,3541.1,No,Active,0
8623-TMRBY,51,84.20,Month-to-month,Electronic check,4146.05,Yes,Churned,84.20
1552-CZCLL,55,20.00,Month-to-month,Credit card (automatic),1087.25,No,Active,0
3038-PQIUY,38,66.15,Month-to-month,Bank transfer (automatic),2522.4,No,Active,0
1501-SGHBW,2,45.85,Month-to-month,Mailed check,81,Yes,Churned,45.85
9313-CDOGY,38,19.60,Month-to-month,Electronic check,717.3,No,Active,0
8148-BPLZQ,34,49.80,Month-to-month,Electronic check,1734.2,No,Active,0
2623-DRYAM,70,101.75,One year,Electronic check,7069.3,No,Active,0
9987-LUTYD,13,55.15,One year,Mailed check,742.9,No,Active,0
3208-YPIOE,39,75.25,Month-to-month,Electronic check,3017.65,Yes,Churned,75.25
4488-KQFDT,61,103.95,One year,Electronic check,6423,No,Active,0
2612-RANWT,12,100.15,Month-to-month,Bank transfer (automatic),1164.3,Yes,Churned,100.15
5693-PIPCS,41,99.65,Two year,Credit card (automatic),4220.35,No,Active,0
0491-KAPQG,21,73.70,Month-to-month,Electronic check,1558.7,No,Active,0
1925-LFCZZ,55,50.05,One year,Bank transfer (automatic),2743.45,No,Active,0
8039-EQPIM,69,60.25,Two year,Bank transfer (automatic),4055.5,No,Active,0
6900-PXRMS,26,105.75,Month-to-month,Electronic check,2710.25,Yes,Churned,105.75
8707-RMEZH,69,87.30,One year,Credit card (automatic),6055.55,No,Active,0
3346-BRMIS,18,48.35,Month-to-month,Electronic check,810.7,Yes,Churned,48.35
3209-ZPKFI,47,54.25,Month-to-month,Electronic check,2538.2,No,Active,0
6479-VDGRK,72,85.30,Two year,Bank transfer (automatic),6129.2,No,Active,0
9373-WSLOY,33,50.00,Month-to-month,Electronic check,1750.85,No,Active,0
2933-FILNV,2,24.40,Month-to-month,Mailed check,36.55,Yes,Churned,24.40
3569-JFODW,72,90.95,Two year,Credit card (automatic),6652.45,No,Active,0
9819-FBNSV,37,72.25,Month-to-month,Bank transfer (automatic),2575.45,No,Active,0
9544-PYPSJ,62,96.10,Month-to-month,Credit card (automatic),6019.35,No,Active,0
1591-XWLGB,71,19.85,Two year,Credit card (automatic),1379.6,No,Active,0
0396-UKGAI,23,55.30,Month-to-month,Bank transfer (automatic),1284.2,No,Active,0
3243-ZHOHY,16,20.10,One year,Mailed check,296.15,No,Active,0
5186-EJEGL,9,69.50,Month-to-month,Mailed check,653.25,No,Active,0
7527-QNRUS,17,25.15,Two year,Mailed check,412.6,No,Active,0
9986-BONCE,4,20.95,Month-to-month,Bank transfer (automatic),85.5,Yes,Churned,20.95
2722-JMONI,1,49.55,Month-to-month,Electronic check,49.55,Yes,Churned,49.55
2203-GHNWN,24,79.65,Month-to-month,Mailed check,1928.7,No,Active,0
3878-AVSOQ,1,71.25,Month-to-month,Electronic check,71.25,No,Active,0
3258-SYSWS,72,113.80,Two year,Bank transfer (automatic),7845.8,No,Active,0
5296-PSYVW,72,24.55,Two year,Electronic check,1750.7,No,Active,0
6319-QSUSR,11,19.70,Month-to-month,Credit card (automatic),216.2,No,Active,0
4083-EUGRJ,9,20.25,Month-to-month,Mailed check,178.5,Yes,Churned,20.25
7579-OOPEC,2,50.15,Month-to-month,Credit card (automatic),115.1,Yes,Churned,50.15
0512-FLFDW,60,100.50,One year,Credit card (automatic),6029,No,Active,0
1771-OADNZ,29,95.90,Month-to-month,Electronic check,2745.2,Yes,Churned,95.90
0487-CRLZF,49,74.45,Two year,Bank transfer (automatic),3721.9,No,Active,0
2107-FBPTK,30,104.10,Month-to-month,Electronic check,3121.1,No,Active,0
9451-WLYRI,53,19.05,One year,Credit card (automatic),990.45,No,Active,0
8219-VYBVI,39,25.00,Two year,Mailed check,1004.35,No,Active,0
1991-VOPLL,9,19.05,Month-to-month,Mailed check,157.65,No,Active,0
9738-QLWTP,39,81.90,One year,Electronic check,3219.75,No,Active,0
1016-DJTSV,8,69.70,Month-to-month,Electronic check,572.85,No,Active,0
9419-IPPBE,51,90.15,One year,Electronic check,4554.85,No,Active,0
0174-QRVVY,71,25.35,Two year,Credit card (automatic),1847.55,No,Active,0
5699-BNCAS,71,24.65,Two year,Mailed check,1766.75,No,Active,0
2900-PHPLN,70,19.55,Two year,Credit card (automatic),1462.05,No,Active,0
0612-RTZZA,1,25.25,Month-to-month,Electronic check,25.25,Yes,Churned,25.25
8106-GWQOK,38,60.00,Two year,Bank transfer (automatic),2193.2,No,Active,0
8751-EDEKA,28,89.90,Month-to-month,Credit card (automatic),2433.5,No,Active,0
6878-GGDWG,32,19.40,Month-to-month,Bank transfer (automatic),641.15,No,Active,0
4039-PIMHX,49,49.80,Two year,Mailed check,2398.4,No,Active,0
8450-LUGUK,37,24.10,Two year,Bank transfer (automatic),861.85,No,Active,0
3604-WLABM,10,54.25,Month-to-month,Electronic check,583,No,Active,0
0795-GMVQO,67,109.90,One year,Credit card (automatic),7332.4,No,Active,0
2259-OUUSZ,7,35.50,One year,Credit card (automatic),249.55,No,Active,0
1142-IHLOO,51,87.55,One year,Credit card (automatic),4475.9,No,Active,0
6410-LEFEN,9,45.15,Month-to-month,Electronic check,416.45,Yes,Churned,45.15
4633-MKHYU,9,88.40,Month-to-month,Mailed check,788.6,No,Active,0
6257-RJOHI,4,50.80,Month-to-month,Mailed check,202.3,No,Active,0
1545-JFUML,71,99.00,Two year,Electronic check,6994.6,No,Active,0
3194-ORPIK,50,84.40,Month-to-month,Bank transfer (automatic),4116.15,Yes,Churned,84.40
7826-VVKWT,24,96.55,Two year,Electronic check,2263.45,No,Active,0
1353-GHZOS,22,59.75,One year,Bank transfer (automatic),1374.35,No,Active,0
2587-EKXTS,44,111.50,Month-to-month,Electronic check,4915.15,No,Active,0
5442-BXVND,33,24.25,Month-to-month,Bank transfer (automatic),838.5,No,Active,0
8816-VXNZD,1,75.10,Month-to-month,Electronic check,75.1,Yes,Churned,75.10
9378-FXTIZ,54,70.15,One year,Credit card (automatic),3715.65,Yes,Churned,70.15
1723-HKXJQ,42,101.75,Month-to-month,Electronic check,4273.45,Yes,Churned,101.75
7825-GKXMW,1,45.80,Month-to-month,Electronic check,45.8,Yes,Churned,45.80
9753-OYLBX,1,20.50,Month-to-month,Mailed check,20.5,No,Active,0
2364-UFROM,30,70.40,One year,Electronic check,2044.75,No,Active,0
6656-JWRQX,1,30.55,Month-to-month,Mailed check,30.55,No,Active,0
6473-ULUHT,16,84.90,Month-to-month,Electronic check,1398.25,No,Active,0
1240-KNSEZ,1,20.10,Month-to-month,Mailed check,20.1,Yes,Churned,20.10
0836-SEYLU,9,40.65,Month-to-month,Mailed check,328.95,Yes,Churned,40.65
4433-JCGCG,46,101.00,Month-to-month,Electronic check,4680.05,Yes,Churned,101.00
3716-BDVDB,1,69.10,Month-to-month,Electronic check,69.1,Yes,Churned,69.10
7688-AWMDX,71,54.50,Two year,Bank transfer (automatic),3778.2,No,Active,0
2842-BCQGE,43,75.35,Month-to-month,Credit card (automatic),3161.4,No,Active,0
7244-QWYHG,50,44.45,One year,Bank transfer (automatic),2188.45,No,Active,0
5899-MQZZL,13,75.00,Month-to-month,Mailed check,999.45,Yes,Churned,75.00
6849-OYAMU,19,100.00,One year,Bank transfer (automatic),1888.65,Yes,Churned,100.00
5312-UXESG,41,98.05,Month-to-month,Bank transfer (automatic),3990.6,No,Active,0
9488-HGMJH,1,71.15,Month-to-month,Electronic check,71.15,Yes,Churned,71.15
6038-GCYEC,24,54.15,Month-to-month,Credit card (automatic),1240.25,Yes,Churned,54.15
2150-WLKUW,40,63.90,One year,Bank transfer (automatic),2635,No,Active,0
7159-FVYPK,3,69.15,Month-to-month,Bank transfer (automatic),235,No,Active,0
7032-LMBHI,37,64.65,One year,Bank transfer (automatic),2347.85,No,Active,0
1150-WFARN,67,108.75,Two year,Credit card (automatic),7156.2,Yes,Churned,108.75
6088-BXMRG,32,98.85,Month-to-month,Electronic check,3089.6,No,Active,0
3144-AUDBS,6,49.15,Month-to-month,Electronic check,270.8,Yes,Churned,49.15
4821-SJHJV,32,89.60,Month-to-month,Electronic check,2901.8,No,Active,0
7346-MEDWM,59,83.25,Month-to-month,Electronic check,4949.1,No,Active,0
1137-DGOWI,30,70.25,One year,Bank transfer (automatic),2198.9,No,Active,0
5616-PRTNT,20,19.40,Month-to-month,Electronic check,374.5,Yes,Churned,19.40
3812-LRZIR,27,24.50,Two year,Electronic check,761.95,No,Active,0
4818-QIUFN,20,79.15,Month-to-month,Electronic check,1520.9,Yes,Churned,79.15
9483-GCPWE,9,20.10,One year,Mailed check,190.25,No,Active,0
4227-OJHAL,68,73.00,One year,Credit card (automatic),5163,No,Active,0
9220-CXRSC,69,61.40,Two year,Credit card (automatic),4059.85,No,Active,0
4993-JCRGJ,26,84.30,Month-to-month,Mailed check,2281.6,No,Active,0
9537-JALFH,69,19.90,Two year,Bank transfer (automatic),1356.7,No,Active,0
6698-OXETB,11,20.40,Two year,Mailed check,231.45,No,Active,0
2103-ZRXFN,1,50.75,Month-to-month,Mailed check,50.75,No,Active,0
3724-BSCVH,10,20.45,One year,Mailed check,242.4,No,Active,0
4877-TSOFF,55,75.75,One year,Bank transfer (automatic),4264.25,No,Active,0
9209-NWPGU,44,65.40,One year,Electronic check,2774.55,No,Active,0
6961-VCPMC,46,80.40,Month-to-month,Electronic check,3605.2,Yes,Churned,80.40
7306-YDSOI,69,59.75,Two year,Bank transfer (automatic),4069.9,No,Active,0
5288-AHOUP,11,78.50,Month-to-month,Electronic check,874.2,No,Active,0
6688-UZPWD,11,102.00,Month-to-month,Electronic check,1145.35,Yes,Churned,102.00
0655-YDGFJ,29,48.95,Month-to-month,Bank transfer (automatic),1323.7,No,Active,0
8468-EHYJA,57,99.65,Month-to-month,Electronic check,5497.05,No,Active,0
6823-SIDFQ,28,18.25,One year,Credit card (automatic),534.7,No,Active,0
1097-FSPVW,42,54.55,Month-to-month,Credit card (automatic),2455.05,No,Active,0
2839-RFSQE,2,20.65,Month-to-month,Mailed check,38.7,Yes,Churned,20.65
8328-SKJNO,23,40.65,One year,Bank transfer (automatic),947.4,No,Active,0
7010-ZMVBF,18,20.45,Month-to-month,Mailed check,357,No,Active,0
5201-CBWYG,62,24.80,One year,Bank transfer (automatic),1476.25,No,Active,0
0968-GSIKN,1,70.80,Month-to-month,Mailed check,70.8,Yes,Churned,70.80
1965-DDBWU,16,89.05,Month-to-month,Credit card (automatic),1448.6,Yes,Churned,89.05
9057-SIHCH,3,96.60,Month-to-month,Electronic check,291.9,Yes,Churned,96.60
6352-GIGGQ,67,88.80,One year,Bank transfer (automatic),5903.15,No,Active,0
3635-QQRQD,62,20.05,Two year,Credit card (automatic),1201.65,No,Active,0
6771-XWBDM,57,104.50,Month-to-month,Credit card (automatic),5921.35,Yes,Churned,104.50
2897-DOVND,2,69.80,Month-to-month,Electronic check,146.65,No,Active,0
3082-YVEKW,23,77.15,Two year,Bank transfer (automatic),1759.4,No,Active,0
0191-EQUUH,25,35.05,Two year,Bank transfer (automatic),844.45,No,Active,0
7134-HBPBS,72,108.10,Two year,Bank transfer (automatic),7774.05,No,Active,0
3489-HHPFY,2,84.05,Month-to-month,Electronic check,134.05,No,Active,0
2926-JEJJC,8,20.20,One year,Bank transfer (automatic),140.95,No,Active,0
8601-QACRS,5,50.60,Month-to-month,Mailed check,249.95,Yes,Churned,50.60
4950-BDEUX,35,49.20,Month-to-month,Electronic check,1701.65,No,Active,0
5789-LDFXO,24,24.60,One year,Electronic check,592.65,No,Active,0
0508-OOLTO,2,71.65,Month-to-month,Electronic check,135.75,No,Active,0
2984-TBYKU,72,104.90,Two year,Credit card (automatic),7732.65,No,Active,0
9822-WMWVG,41,106.50,Month-to-month,Electronic check,4282.4,No,Active,0
2391-SOORI,4,49.35,Month-to-month,Electronic check,219.65,Yes,Churned,49.35
9040-KZVWO,26,75.50,One year,Bank transfer (automatic),2018.1,No,Active,0
